Name,Brand,benzyl acetate,benzyl benzoate,xylene,toulene,Asthma_Trigger
White Peacock Lily Eau de Parfum,D.S. and Durga,0.01,0.94,26.5,0.49,0
Radio Bombay Eau de Parfum,D.S. and Durga,3.94,15.16,29.51,3.44,0
Amber Room Eau de Parfum,Thameen,0.1,0.04,82.92,0.13,1
Gothic V- Perfume oil Perfume Oil Roll-On,Loree Rodkin,0.07,2.43,56.63,1.96,1
Gothic IV- Perfume Oil Perfume Oil Roll-On,Loree Rodkin,0.01,14.16,4.75,0.0,0
Indian Wood Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.75,20.53,14.79,1.58,0
Le Musc & La Peau Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.85,2.09,72.43,0.2,1
Bergamotto di Positano Eau de Parfum,Floris London,0.0,0.0,75.08,0.0,1
Floplum (Flor de Mayo) Eau de Parfum,Coqui Coqui,0.05,12.43,17.53,0.05,0
Coco Coco Eau de Parfum,Coqui Coqui,0.04,0.29,71.89,0.02,1
Maderas Eau de Parfum,Coqui Coqui,0.19,11.56,22.72,1.34,0
Rosas Frescas Eau de Parfum,Coqui Coqui,0.0,0.3,70.21,0.06,1
Rosas Secas Eau de Parfum,Coqui Coqui,0.01,0.24,66.37,0.01,1
Tabaco Eau de Parfum,Coqui Coqui,0.01,1.91,22.16,1.66,0
Flor de Naranjo Eau de Parfum,Coqui Coqui,0.05,1.29,87.05,0.16,1
Sable & Soleil Eau de Parfum,Phaedon,0.07,0.05,88.81,0.08,1
Sweet Vanilla Eau de Parfum,Montale,0.34,4.34,14.5,1.28,0
Oudmazing Eau de Parfum,Montale,0.06,1.89,23.33,0.08,0
L'Attesa Eau de Parfum,Masque Milano,0.02,14.25,60.19,0.09,1
Bertrand Duchaufour Eau de Toilette,Project Renegades,0.0,0.04,93.17,0.03,1
Geza Schoen Eau de Toilette,Project Renegades,0.03,0.05,36.17,0.26,0
Mark Buxton Eau de Toilette,Project Renegades,0.04,0.3,59.78,0.08,1
Bohea Boheme Eau de Parfum,Mona di Orio,0.28,27.24,23.45,2.53,1
Azzurro di Capri Extrait Parfum Extrait,Bruno Acampora,0.09,0.4,98.19,0.04,1
Marfa Eau de Parfum,MEMO,0.03,0.84,40.94,1.11,0
Colonia No. 1 Eau de Cologne,Antica Barbieria Colla,0.0,0.21,90.43,0.69,1
Colonia No. 4 Eau de Cologne,Antica Barbieria Colla,0.01,0.23,88.11,0.03,1
Carved Oud Extrait de Parfum,Thameen,0.0,0.06,98.97,0.0,1
Peacock Throne Eau de Parfum,Thameen,0.07,0.25,94.98,0.03,1
Noorolain Taif Eau de Parfum,Thameen,2.52,8.31,66.21,0.36,1
Regent Leather Eau de Parfum,Thameen,0.0,0.36,19.23,0.04,0
Perfect Vanilla Roll-on Perfume Oil,Sarah Horowitz Parfums,0.03,0.25,49.78,0.05,1
Mediterraneo Parfum,Carthusia,0.0,0.12,25.22,0.02,0
Fiori di Capri Parfum,Carthusia,0.0,0.11,94.05,0.01,1
Love Shot Eau de Parfum,Ex Nihilo,0.29,0.59,28.13,1.64,0
Geisha Vanilla Hinoki- Eau de Parfum,Aroma M,0.28,0.79,76.99,0.15,1
Geisha Vanilla Hinoki Roll-on perfume oil,Aroma M,1.87,1.23,17.57,1.16,0
Super Cedar Eau de Parfum,BYREDO,0.02,0.51,85.17,0.01,1
Miss Marisa Fragrance Oil,Ebba,0.06,1.13,49.99,1.25,1
Fetes Persanes Eau de Parfum,Parfums MDCI,0.13,4.72,33.41,2.31,0
00 Auriel Eau de Parfum,Odin,0.0,0.01,74.88,2.41,1
Yu Son Eau de Parfum,ALTAIA,0.06,0.73,26.77,0.07,0
The exact friction of stars Perfume Oil roll-on,Pilar and Lucy,0.76,6.21,48.34,0.53,1
The exact friction of stars Eau de Parfum,Pilar and Lucy,0.19,0.5,1.96,1.66,0
By Any Other Name Eau de Parfum,ALTAIA,0.0,0.0,46.8,0.0,0
Ennui Noir Parfum Extrait,UNUM,0.02,6.74,83.5,1.66,1
Symphonie Passion Parfum Extrait,UNUM,0.15,0.64,12.51,2.09,0
Moonlight in Heaven Eau de Parfum,By Kilian,0.0,0.01,46.82,0.0,0
Sweet Morphine Eau de Parfum,Ex Nihilo,0.0,2.33,84.75,0.12,1
La Tulipe Hair Perfume,BYREDO,0.24,7.37,46.02,0.89,1
Mojave Ghost Hair Perfume,BYREDO,0.0,0.02,86.48,0.02,1
Sancti Eau de Parfum,Liquides Imaginaires,0.08,0.1,79.33,2.27,1
Fortis Eau de Parfum,Liquides Imaginaires,0.0,4.23,37.81,0.78,0
Dom Rosa Eau de Parfum,Liquides Imaginaires,0.36,18.2,13.01,9.22,0
Bloody Wood Eau de Parfum,Liquides Imaginaires,0.18,3.14,84.29,0.23,1
Bello Rabelo Eau de Parfum,Liquides Imaginaires,0.21,8.17,73.89,0.2,1
Tellus Eau de Parfum,Liquides Imaginaires,0.05,0.8,14.67,0.58,0
Ile Pourpre Eau de Parfum,Liquides Imaginaires,1.52,6.73,7.93,3.58,0
Eau des Sens Eau de Toilette,Diptyque,0.23,2.22,81.59,0.73,1
Fruitchouli Eau de Parfum,Tauerville,0.57,15.43,42.5,1.11,1
The Orchid Man Eau de Parfum,Frapin,0.01,1.84,16.68,0.42,0
Nordic Noir,Agonist,0.56,1.81,32.68,0.15,0
Amyris Pour Homme Travel Set,Maison Francis Kurkdjian,1.37,7.27,48.55,0.91,1
Another Oud Eau de Parfum,Juliette Has a Gun,0.02,0.78,25.77,0.26,0
Tacit Eau de Parfum,Aesop,0.01,0.03,89.45,0.01,1
Hermann Eau de Parfum,Etat Libre d'Orange,0.0,0.13,76.02,0.03,1
Belle de Jour Eau de Parfum,ERIS Parfums,0.0,0.05,55.65,0.0,1
Night Flower Eau de Parfum,ERIS Parfums,0.0,0.0,93.37,0.0,1
Ma Bete Eau de Parfum,ERIS Parfums,0.0,7.54,78.74,0.01,1
Aqua Universalis Travel Set,Maison Francis Kurkdjian,0.0,0.09,97.76,0.02,1
Royal Princess Oud Eau de Parfum,Creed,0.05,1.66,80.88,0.19,1
Audace Eau de Parfum,Profumum,0.01,1.31,95.65,0.09,1
Baccarat Rouge 540 Eau de Parfum,Maison Francis Kurkdjian,0.01,4.12,69.82,0.13,1
English Cherry Blossom Eau de Parfum,Shay & Blue,0.0,0.25,75.86,0.23,1
Soleil Blanc Eau de Parfum,TOM FORD Private Blend,0.0,5.49,55.38,0.01,1
Bergamote Soleil Cologne Absolue,Atelier Cologne,0.24,0.74,35.38,0.91,0
Farnesiana - Eau de Parfum,Caron,0.99,18.36,19.87,0.09,0
French Cancan - Eau de Parfum,Caron,0.61,0.5,83.71,0.03,1
Kemi Eau de Parfum,Kemi,0.15,6.23,78.63,3.07,1
Hayat Eau de Parfum,Kemi,0.87,2.16,4.2,3.21,0
V - Accento Eau de Parfum,Xerjoff,1.15,2.17,43.89,0.4,0
V - Laylati Eau de Parfum,Xerjoff,0.03,0.94,80.93,0.06,1
V - Erba Pura Eau de Parfum,Xerjoff,0.03,0.59,46.06,0.09,0
Accord 119 - Eau de Parfum,Caron,0.55,2.89,33.57,3.33,0
Purple Reign Eau de Parfum,April Aromatics,1.28,3.05,30.5,9.52,0
Les Indes Galantes Eau de Parfum,Parfums MDCI,0.02,1.42,18.76,0.07,0
Origino Parfum Extrait,Jeroboam,0.15,2.99,48.83,0.12,1
Musc Infini Eau de Parfum,Ex Nihilo,3.03,6.07,58.06,1.28,1
Oud Vendome Eau de Parfum,Ex Nihilo,0.06,1.68,86.7,0.01,1
Venenum Kiss Eau de Parfum,Ex Nihilo,1.45,0.14,74.94,0.23,1
Intense Roses Musk Parfum Extrait,Montale,0.05,1.45,58.98,0.02,1
Insulo Parfum Extrait,Jeroboam,0.12,4.61,37.47,0.09,0
Hauto Parfum Extrait,Jeroboam,0.02,0.04,3.09,0.02,0
Oriento Parfum Extrait,Jeroboam,7.87,0.96,72.86,1.73,1
Miksado Parfum Extrait,Jeroboam,0.33,2.55,26.99,1.18,0
Tea for Two Eau de Toilette,L'Artisan Parfumeur,0.03,1.45,72.06,0.28,1
Starry Nights Eau de Parfum,Montale,0.0,0.06,95.36,0.0,1
Upper Ten Eau de Parfum,Lubin,1.41,12.3,43.38,25.13,1
LAVS Parfum Extrait,UNUM,0.0,18.81,39.17,0.12,1
Black Prestigium Eau de Parfum,Mancera,0.0,0.06,6.53,0.01,0
Shazam! Eau de Parfum,4160 Tuesdays,0.06,3.91,14.83,0.04,0
Aoud Vanille Eau de Parfum,Mancera,0.2,3.45,36.69,0.48,0
Hedonist Cassis Eau de Parfum,Viktoria Minya,0.32,0.1,92.76,1.11,1
Cologne 352 Eau de Parfum,Ex Nihilo,0.06,1.54,93.57,0.11,1
Bois d'Hiver Eau de Parfum,Ex Nihilo,0.0,0.03,61.7,0.02,1
Rose of No Man's Land Eau de Parfum,BYREDO,4.14,3.63,26.04,0.51,0
Opus 1144 Eau de Parfum,UNUM,0.61,0.69,86.84,1.46,1
Rosa Nigra Extrait de Parfum,UNUM,0.04,0.14,94.08,0.02,1
The Noir 29 Eau de Parfum,Le Labo,0.6,3.18,41.58,0.64,0
10 Corso Como Eau de Parfum,10 Corso Como,0.04,6.16,77.39,0.07,1
Tabac Tabou Extrait de Parfum,Parfum d'Empire,0.07,12.45,25.49,0.72,0
African Leather Eau de Parfum,MEMO,2.02,7.52,17.06,2.9,0
Chrysolithe Eau de Parfum,Olivier Durbano,0.06,4.53,45.49,0.04,1
Messy Sexy Just Rolled Out of Bed Eau de Parfum,A Lab on Fire,0.02,0.13,81.39,0.25,1
Santal Eau de Toilette,Floris London,0.04,6.5,3.69,6.49,0
Elite Eau de Toilette,Floris London,1.97,4.78,41.9,0.43,0
No. 89 Eau de Toilette,Floris London,0.17,0.51,72.32,0.76,1
Voulez-Vous Coucher Avec Moi Eau de Parfum,By Kilian,0.02,4.63,20.54,0.18,0
Ambre Cashmere Intense Eau de Parfum,PARFUMS DE NICOLAI,0.33,0.95,27.3,2.22,0
Oud Palao Eau de Parfum,Diptyque,0.03,0.33,69.67,0.49,1
Noir Exquis Eau de Parfum,L'Artisan Parfumeur,0.61,2.29,47.43,0.58,0
PHI Une Rose de Kandahar Eau de Parfum,Tauer Perfumes,0.52,0.9,69.8,0.83,1
Sotto La Luna Tuberose Eau de Parfum,Tauer Perfumes,0.22,3.6,30.66,0.26,0
Jasmin Angelique Cologne Absolue,Atelier Cologne,0.05,1.32,58.88,0.02,1
Iris Cendre Eau de Parfum,Naomi Goodsir,0.03,0.55,73.06,0.13,1
Bahiana Eau de Parfum,Maitre Parfumeur et Gantier,0.0,0.15,38.22,0.21,0
Incense Flash Eau de Parfum,Tauerville,0.35,0.52,16.36,0.04,0
Framboise Noire Eau de Parfum,Shay & Blue,0.04,0.41,95.66,0.01,1
Halfeti Eau de Parfum,Penhaligons,2.73,8.05,45.69,3.32,1
Ryder Eau de Parfum,Ex Idolo,0.01,0.27,7.88,0.04,0
Venetian Bergamot Eau de Parfum,TOM FORD Private Blend,0.09,0.63,51.79,0.18,1
La Vierge de Fer Eau de Parfum,Serge Lutens,0.13,0.74,70.7,0.16,1
Don Eau de Parfum,Xerjoff - Join the Club,0.02,0.57,49.79,0.05,1
Mojave Ghost Eau de Parfum,BYREDO,0.01,4.61,36.55,0.92,0
Flowerhead Eau de Parfum,BYREDO,0.11,1.36,36.39,0.46,0
Monoscent G Eau de Parfum,What We Do Is Secret,0.18,2.99,36.79,0.16,0
Ambre Gris Eau de Parfum,Perris Monte Carlo,0.03,0.03,38.84,0.03,0
Essence de Patchouli Eau de Parfum,Perris Monte Carlo,0.0,1.45,74.92,0.01,1
Bois d'Oud Eau de Parfum,Perris Monte Carlo,0.0,0.06,80.59,0.02,1
Oud Imperial Eau de Parfum,Perris Monte Carlo,1.37,0.26,82.37,2.35,1
Rose de Taif Eau de Parfum,Perris Monte Carlo,0.06,12.07,44.88,0.2,1
Patchouli Nosy Be Eau de Parfum,Perris Monte Carlo,0.01,0.04,86.54,0.0,1
Ylang Ylang Nosy Be Eau de Parfum,Perris Monte Carlo,0.0,1.33,51.86,0.05,1
Atropa Belladonna Eau de Parfum,Shay & Blue,0.51,2.28,57.87,0.29,1
Amber Rose Eau de Parfum,Shay & Blue,0.16,4.68,40.28,0.08,0
Blood Oranges Eau de Parfum,Shay & Blue,0.89,9.88,65.01,3.44,1
Blacks Club Leather Fragrance Concentr̩e,Shay & Blue,0.01,9.21,66.33,1.29,1
Salt Caramel Eau de Parfum,Shay & Blue,0.05,4.42,18.46,0.0,0
Watermelons Natural Spray,Shay & Blue,0.25,1.69,42.65,0.85,0
Oud Alif Fragrance Concentr̩e,Shay & Blue,2.23,12.74,3.85,0.88,0
Honey Aoud Eau de Parfum,Montale,0.08,1.3,71.35,0.27,1
Fleur de Portofino Eau de Parfum,TOM FORD Private Blend,1.19,11.54,40.77,4.59,1
Habdan Eau de Parfum,Parfums de Marly,0.0,0.02,83.22,0.01,1
Oajan Eau de Parfum,Parfums de Marly,0.0,0.21,95.12,0.08,1
Meliora Eau de Parfum,Parfums de Marly,0.67,1.26,16.65,0.14,0
Safanad Eau de Parfum,Parfums de Marly,0.19,3.4,33.46,0.14,0
Galloway Eau de Parfum,Parfums de Marly,0.03,14.22,9.67,0.8,0
Essential 13 Sample Pack - Feminine,Luckyscent Sample Packs,0.03,0.57,30.55,0.04,0
Godolphin Eau de Parfum,Parfums de Marly,0.35,1.01,16.37,0.0,0
Herod Eau de Parfum,Parfums de Marly,0.0,0.06,65.9,0.01,1
Centrepiece Eau de Parfum,4160 Tuesdays,0.0,1.82,23.38,0.01,0
Pegasus Eau de Parfum,Parfums de Marly,0.0,0.05,70.71,0.01,1
Ilha do Mel Eau de Parfum,MEMO,0.27,0.16,91.44,0.24,1
Cedrat Boise Eau de Parfum,Mancera,0.04,0.17,89.12,0.01,1
Wild Rose Aoud Eau de Parfum,Mancera,0.4,4.77,24.97,8.19,0
Lemon Line Eau de Parfum,Mancera,0.02,0.9,71.45,1.3,1
1888 Eau de Parfum,Xerjoff - Casamorati,1.49,34.03,16.25,0.45,1
Mefisto Eau de Parfum,Xerjoff - Casamorati,0.0,0.02,96.56,0.11,1
Fiero Eau de Parfum,Xerjoff - Casamorati,0.0,0.11,64.22,0.01,1
Regio Eau de Parfum,Xerjoff - Casamorati,0.02,2.13,60.03,1.49,1
Amber & Roses Eau de Parfum,Mancera,1.78,3.98,26.61,1.82,0
1861 - Zefiro Eau de Parfum,Xerjoff,0.11,0.19,91.43,0.31,1
1861 - Naxos Eau de Parfum,Xerjoff,0.23,1.17,43.89,0.51,0
White Parfum Extrait,Puredistance,0.36,2.76,75.56,0.3,1
Cio Cio San Eau de Parfum,Parfums MDCI,0.01,0.87,85.33,0.0,1
Orangea Eau de Parfum,Profumum,0.03,34.98,10.65,0.4,0
Oud Satin Mood Eau de Parfum,Maison Francis Kurkdjian,0.1,0.97,83.89,0.02,1
Grisette Eau de Parfum,Lubin,0.02,0.61,64.89,0.07,1
Sombres Dessins,Jovoy Paris,0.0,0.0,21.47,0.0,0
Sans Un Mot Extrait de Parfum,Jovoy Paris,0.09,0.54,18.23,0.0,0
Vanilla Flash Eau de Parfum,Tauerville,0.44,1.61,80.72,0.1,1
Miss Marisa Tropical perfume oil,Ebba,0.01,3.32,43.46,0.09,0
Musc Extrait Extrait de Parfum,Bruno Acampora,0.18,1.3,11.37,0.11,0
Precision & Grace Eau de Parfum,The Beautiful Mind Series,0.01,0.12,89.94,0.02,1
Fauna Parfum,Regime des Fleurs,0.48,0.29,0.83,0.23,0
Freeworld Parfum,Regime des Fleurs,0.0,15.39,2.58,0.01,0
Room 237 Eau de Parfum,Bruno Fazzolari,0.31,1.46,35.18,0.08,0
Monserrat Eau de Parfum,Bruno Fazzolari,0.03,2.87,31.82,0.21,0
Sunshine Woman Eau de Parfum,Amouage,0.03,0.18,78.46,0.04,1
Lampblack Eau de Parfum,Bruno Fazzolari,0.0,0.65,72.57,0.0,1
Five Eau de Parfum,Bruno Fazzolari,0.04,0.05,95.88,0.0,1
Tempted Muse Eau de Parfum,April Aromatics,0.01,0.1,58.39,0.01,1
La Religieuse Eau de Parfum,Serge Lutens,3.51,0.15,24.67,8.69,0
Rose Flash Parfum Extrait,Tauerville,0.08,3.1,75.54,0.05,1
Bal D'Afrique Roll-on Oil Perfume Oil,BYREDO,0.01,0.06,77.27,0.04,1
Gypsy Water Hair Perfume,BYREDO,0.05,0.05,71.17,0.2,1
Blanche Hair Perfume,BYREDO,0.75,12.16,58.35,6.69,1
Bal d'Afrique Hair Perfume,BYREDO,0.03,0.28,57.49,0.03,1
Laudano Nero Extrait de Parfum,Tiziana Terenzi,0.08,0.21,70.96,0.29,1
Kedu Eau de Parfum,MEMO,0.0,0.01,34.33,0.0,0
"Silk, Lace & Chocolate Eau de Parfum",4160 Tuesdays,0.0,0.11,34.93,0.0,0
Lalibela Eau de Parfum,MEMO,0.0,0.26,94.59,0.05,1
Shams Oud,MEMO,0.01,2.67,64.13,0.8,1
Granada Eau de Parfum,MEMO,0.0,0.24,95.67,0.08,1
Moon Fever,MEMO,0.03,0.06,77.06,0.01,1
Luxor Oud,MEMO,0.01,0.05,88.76,0.05,1
Irish Leather Eau de Parfum,MEMO,0.09,0.63,70.53,0.02,1
Italian Leather Eau de Parfum,MEMO,0.0,0.21,76.96,0.02,1
French Leather Eau de Parfum,MEMO,0.01,1.07,95.93,0.2,1
Pomelo Paradis Cologne Absolue,Atelier Cologne,0.01,0.07,93.81,0.03,1
Debaser Eau de Parfum,D.S. and Durga,0.01,0.01,0.17,0.01,0
Freetrapper Eau de Parfum,D.S. and Durga,0.09,0.15,37.96,0.01,0
Burning Barbershop Eau de Parfum,D.S. and Durga,0.0,0.65,45.57,0.0,0
Bowmakers Eau de Parfum,D.S. and Durga,0.0,3.17,90.77,1.14,1
Coriander Eau de Parfum,D.S. and Durga,0.01,0.21,40.15,0.03,0
Cowboy Grass Eau de Parfum,D.S. and Durga,0.36,1.69,16.76,0.43,0
Italian Citrus Eau de Parfum,D.S. and Durga,0.09,0.44,33.22,0.91,0
Mississippi Medicine Eau de Parfum,D.S. and Durga,0.0,0.22,43.95,0.0,0
A La Rose Eau de Parfum,Maison Francis Kurkdjian,2.18,0.2,57.98,0.62,1
Vetiver Oriental Eau de Parfum,Serge Lutens,1.32,7.51,53.13,0.71,1
Empressa Eau de Toilette,Penhaligons,0.01,0.02,95.98,0.02,1
Erdenstern Eau de Parfum,April Aromatics,0.04,4.52,64.97,0.2,1
Tagete Eau de Parfum,Profumum,0.06,0.6,75.79,0.53,1
Kashan Rose Eau de Toilette,The Different Company,0.0,0.01,45.23,0.0,0
Egypt Eau de Toilette,Eight and Bob,0.01,0.12,19.52,0.07,0
Cap d'Antibes Eau de Parfum,Eight and Bob,0.0,0.21,50.21,0.0,1
Ombre Indigo Eau de Parfum,Olfactive Studio,0.1,2.31,3.22,0.13,0
Cuir Cuba Intense Eau de Parfum,PARFUMS DE NICOLAI,0.01,4.94,51.43,0.15,1
Land of Warriors Eau de Parfum,The Vagabond Prince,0.01,1.8,71.69,0.0,1
Swan Princess Eau de Parfum,The Vagabond Prince,0.33,9.94,73.5,2.56,1
Violettes du Czar Eau de Parfum,Oriza L. Legrand,0.01,1.33,89.14,0.0,1
Heliotrope Eau de Parfum,Oriza L. Legrand,0.08,5.64,29.51,0.93,0
Myrrh Casati Eau de Parfum,Mona di Orio,0.05,1.42,7.29,0.12,0
03. Apr. 1968 Eau de Parfum,Rundholz Parfums,0.0,0.0,14.19,0.0,0
Nuit Noire Eau de Parfum,Mona di Orio,0.05,0.36,84.35,0.16,1
Lux Eau de Parfum,Mona di Orio,0.35,0.18,93.74,0.03,1
Lys Noir Eau de Parfum,Isabey,0.27,0.22,49.84,0.26,1
Doe in the Snow Eau de Parfum,4160 Tuesdays,0.01,0.06,92.65,0.05,1
Tart's Knicker Drawer Eau de Parfum,4160 Tuesdays,0.44,1.92,22.32,4.36,0
Red Hoba Eau de Parfum,Xerjoff,0.04,1.67,19.96,0.03,0
Blue Hope Eau de Parfum,Xerjoff,0.0,26.36,40.42,0.01,1
Hedonist Rose Eau de Parfum,Viktoria Minya,0.0,0.01,98.41,0.0,1
Hedonist Iris Eau de Parfum,Viktoria Minya,0.17,0.29,30.19,0.27,0
Eau de Hongrie Eau de Parfum,Viktoria Minya,0.14,0.28,45.78,0.04,0
Bergamask Parfum,Orto Parisi,0.51,4.64,6.89,2.59,0
Viride Parfum,Orto Parisi,0.03,1.52,28.44,0.01,0
Stercus Parfum,Orto Parisi,0.13,2.61,34.59,0.05,0
Brutus Parfum,Orto Parisi,3.84,17.72,20.82,1.27,0
Boccanera Parfum,Orto Parisi,4.84,1.53,11.59,0.62,0
Camellia Eau de Parfum,Aroma M,0.0,0.02,90.66,0.08,1
Lira Eau de Parfum,Xerjoff - Casamorati,0.02,0.01,7.01,0.02,0
Bouquet Ideale Eau de Parfum,Xerjoff - Casamorati,0.32,0.17,86.26,0.02,1
Fiore d'Ulivo Eau de Parfum,Xerjoff - Casamorati,0.46,8.06,65.97,0.04,1
Dama Bianca Eau de Parfum,Xerjoff - Casamorati,0.11,0.17,8.13,0.24,0
Carnation / Garofano Cologne Eau de Cologne,Santa Maria Novella,0.01,2.12,87.49,0.03,1
Spanish Leather Cologne Eau de Cologne,Santa Maria Novella,3.98,8.2,14.21,30.05,0
Vetiver Cologne Eau de Cologne,Santa Maria Novella,0.0,1.22,64.76,4.1,1
Citta di Kyoto Cologne Eau de Cologne,Santa Maria Novella,0.01,0.33,95.28,0.02,1
Angels of Florence Cologne Eau de Cologne,Santa Maria Novella,0.02,5.29,60.99,0.01,1
Alba di Seoul Cologne Eau de Cologne,Santa Maria Novella,0.21,22.09,32.57,0.24,1
Broom / Ginestra Cologne,Santa Maria Novella,0.03,0.15,78.79,0.03,1
Santa Maria Novella Cologne Eau de Cologne,Santa Maria Novella,0.15,1.44,63.13,0.7,1
Tabacco Toscano Cologne Eau de Cologne,Santa Maria Novella,0.19,14.9,57.34,0.08,1
Nostalgia Cologne Eau de Cologne,Santa Maria Novella,0.01,0.39,4.19,0.01,0
Pomegranate / Melograno Cologne Eau de Cologne,Santa Maria Novella,0.93,4.95,26.62,0.98,0
Ray of Light Eau de Parfum,April Aromatics,0.0,1.02,54.77,0.0,1
Paris LA Eau de Parfum,A Lab on Fire,0.5,51.53,6.82,0.03,1
Made in Heaven Eau de Parfum,A Lab on Fire,0.01,0.06,17.78,0.06,0
FRANK No. 1 Eau de Parfum,FRANK los angeles,0.08,0.21,73.55,0.41,1
Musc Tonkin Eau de Parfum,Parfum d'Empire,0.01,0.14,62.76,0.0,1
Musk S Eau de Parfum,S-Perfume,0.01,0.07,97.36,0.09,1
1499 Eau de Parfum,S-Perfume,0.18,10.97,58.29,2.58,1
New York Intense Eau de Parfum,PARFUMS DE NICOLAI,0.0,4.48,55.73,0.05,1
Kiss Me Intense Eau de Parfum,PARFUMS DE NICOLAI,0.11,7.27,17.43,0.63,0
Patchouli Absolu Eau de Parfum,TOM FORD Private Blend,0.0,0.44,90.45,0.05,1
Russian Tea Eau de Parfum,Masque Milano,0.0,0.03,85.54,0.03,1
Capri Forget Me Not Parfum,Carthusia,8.9,4.34,52.9,2.09,1
Fraiche Passiflore Eau de Parfum,Maitre Parfumeur et Gantier,0.0,1.41,58.34,0.12,1
Ambre Precieux Eau de Parfum,Maitre Parfumeur et Gantier,0.04,1.06,84.15,0.2,1
Blamage Parfum Extrait,Nasomatto,0.01,0.74,47.5,0.48,0
Intoxicated Eau de Parfum,By Kilian,0.07,1.17,26.1,0.57,0
Smoke for the Soul Eau de Parfum,By Kilian,0.09,0.4,35.47,0.87,0
Bayolea Eau de Toilette,Penhaligons,0.0,0.01,92.46,0.0,1
Blue Sapphire Eau de Parfum,Boadicea the Victorious,0.45,2.39,48.92,0.97,1
Feminin Pluriel Eau de Parfum,Maison Francis Kurkdjian,0.01,0.05,97.2,0.0,1
Masculin Pluriel Eau de Toilette,Maison Francis Kurkdjian,0.03,2.22,67.67,0.05,1
L'Art de la Guerre Eau de Parfum,Jovoy Paris,0.03,0.76,82.83,0.27,1
Wode Eau de Parfum,Boudicca,0.53,6.69,31.54,1.09,0
L'Orpheline Eau de Parfum - ...,Serge Lutens,0.4,0.11,2.08,5.26,0
California Reverie Eau de Parfum,Van Cleef & Arpels,0.06,2.79,59.94,2.73,1
Sotto La Luna Gardenia Eau de Parfum,Tauer Perfumes,0.1,1.19,97.52,0.21,1
Santal Carmin Cologne Absolue,Atelier Cologne,0.24,5.41,30.28,1.58,0
Vetiver Veritas Eau de Parfum,HEELEY,0.01,0.16,22.36,0.77,0
Musc Monoi Eau de Toilette,PARFUMS DE NICOLAI,0.5,0.9,64.02,0.42,1
Nymphaea Caerulea Extrait de Parfum,Regime des Fleurs,0.16,13.63,34.56,0.14,0
Cologne Eau de Parfum,Etat Libre d'Orange,0.13,20.27,7.77,1.54,0
Journey Man Eau de Parfum,Amouage,0.03,3.18,48.51,0.84,1
Unter den Linden Eau de Parfum,April Aromatics,0.0,2.7,22.77,0.04,0
Precious Woods Eau de Parfum,April Aromatics,0.02,0.04,63.0,0.03,1
Rosenlust Eau de Parfum,April Aromatics,0.0,0.23,79.35,0.03,1
Jasmina Eau de Parfum,April Aromatics,0.01,0.0,15.82,0.06,0
Liquid Dreams Eau de Parfum,April Aromatics,0.0,0.98,57.2,0.0,1
Bohemian Spice Eau de Parfum,April Aromatics,0.0,0.02,99.74,0.0,1
Nectar of Love Eau de Parfum,April Aromatics,0.18,0.94,90.76,0.06,1
Rose L'Orange Eau de Parfum,April Aromatics,0.75,11.99,0.52,0.44,0
Calling all Angels Eau de Parfum,April Aromatics,0.01,1.14,23.08,0.01,0
34 Boulevard Saint Germain Eau de Toilette,Diptyque,0.08,6.58,53.92,0.48,1
Or du Serail Eau de Parfum,Naomi Goodsir,0.2,1.24,61.05,0.24,1
Une Nuit Magnetique Eau de Parfum,The Different Company,12.7,1.14,38.04,0.35,1
Vetiver Royal Bourbon Eau de Parfum,Oriza L. Legrand,0.0,1.95,18.73,0.0,0
Santal 33 Eau de Parfum,Le Labo,0.47,1.17,28.82,0.3,0
Corsica Furiosa Eau de Parfum,Parfum d'Empire,0.88,0.47,12.25,0.75,0
Graine de Joie Eau de Parfum,Eau d'Italie,0.07,6.43,63.52,1.0,1
Tango Eau de Parfum,Masque Milano,0.31,8.0,46.38,6.06,1
Foin Fraichement Coupe Eau de Parfum,Oriza L. Legrand,0.14,10.35,51.81,0.29,1
Muguet Fleuri Eau de Parfum,Oriza L. Legrand,0.06,1.76,40.72,0.69,0
Oeillet Louis XV Eau de Parfum,Oriza L. Legrand,0.0,0.14,85.91,0.0,1
Deja le Printemps Eau de Parfum,Oriza L. Legrand,0.38,24.55,41.94,5.4,1
Jardins d'Armide Eau de Parfum,Oriza L. Legrand,0.01,0.72,25.23,0.03,0
Reve d'Ossian Eau de Parfum,Oriza L. Legrand,0.06,3.26,64.46,0.1,1
Chypre Mousse Eau de Parfum,Oriza L. Legrand,0.16,11.54,12.93,1.15,0
Horizon Eau de Parfum,Oriza L. Legrand,0.0,0.0,30.75,0.0,0
Roses Vanille Eau de Parfum,Mancera,2.37,0.59,58.27,0.87,1
What I Did on My Holidays Eau de Parfum,4160 Tuesdays,0.13,0.03,15.45,0.0,0
Sunshine and Pancakes Eau de Parfum,4160 Tuesdays,0.0,0.32,50.7,0.0,1
The Sexiest Scent on the Planet. Ever. (IMHO) Eau de Parfum,4160 Tuesdays,0.01,0.69,70.53,0.15,1
